,job_id,country,region,city,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,fraudulent
5240,5241,US, CA,Other,0,1,0,,,,0
5241,5242,US,Other,Other,0,1,0,Full-time,Mid-Senior level,High School or equivalent,0
5242,5243,US, TX,Other,0,1,0,Full-time,Mid-Senior level,,0
5243,5244,US,Other,Other,0,1,1,Full-time,Mid-Senior level,Unspecified,0
5244,5245,US, , San Francisco,0,1,0,,,,0
5245,5246,US, CA,Other,0,1,1,Contract,Associate,Bachelor's Degree,0
5246,5247,US, CA,Other,0,1,1,Contract,Not Applicable,Bachelor's Degree,0
5247,5248,US, FL,Other,0,1,1,Full-time,Associate,Unspecified,0
5248,5249,US,Other,Other,0,1,1,Full-time,Associate,Unspecified,0
5249,5250,Other, ,Other,0,0,0,Full-time,Entry level,,0
5250,5251,US, TX,Other,0,1,1,,,,0
5251,5252,GR, I, Athens,0,1,1,,,,0
5252,5253,GB,Other,Other,0,1,1,Full-time,,,0
5253,5254,US,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
5254,5255,US, CA,Other,1,0,0,Contract,Associate,High School or equivalent,1
5255,5256,CA,Other,Other,0,1,1,Full-time,Associate,,0
5256,5257,GB,Other, London,0,1,0,Full-time,,Unspecified,0
5257,5258,US, FL,Other,0,0,1,,,,0
5258,5259,Other,Other,Other,0,0,1,,,,0
5259,5260,Other, ,Other,0,0,1,,,,0
5260,5261,Other,Other,Other,0,0,0,,,,0
5261,5262,Other, ,Other,0,0,0,,,,0
5262,5263,Other, , ,0,0,0,,,,0
5263,5264,US, CA,Other,0,1,1,Full-time,Entry level,High School or equivalent,0
5264,5265,GB,Other, ,0,1,1,,Not Applicable,High School or equivalent,0
5265,5266,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
5266,5267,US,Other,Other,0,1,1,,,,0
5267,5268,US, IL,Other,0,1,0,Full-time,Mid-Senior level,,0
5268,5269,Other, , ,1,1,1,Full-time,Not Applicable,,0
5269,5270,GB, ,Other,0,1,1,Temporary,Associate,Unspecified,0
5270,5271,US, CA,Other,0,0,1,,,,0
5271,5272,US,Other,Other,0,1,1,,,,0
5272,5273,US, IL,Other,0,1,0,,,,0
5273,5274,GR, I, Athens,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5274,5275,US, IL,Other,0,1,0,Full-time,Entry level,Unspecified,0
5275,5276,Other,Other,Other,0,1,0,Full-time,Entry level,Bachelor's Degree,0
5276,5277,US,,,0,0,1,,,,0
5277,5278,Other, ,Other,0,1,1,,,Master's Degree,0
5278,5279,US, NY,Other,1,1,1,,,,0
5279,5280,US,Other,Other,0,1,1,Part-time,,High School or equivalent,0
5280,5281,CA,Other,Other,1,1,0,Full-time,Entry level,Unspecified,0
5281,5282,Other,Other,Other,0,1,1,,,,0
5282,5283,GB, LND, London,0,1,1,Contract,Mid-Senior level,,0
5283,5284,CA,Other,Other,0,1,1,Full-time,Executive,,0
5284,5285,GB, LND, London,0,1,1,,,,0
5285,5286,Other, ,Other,0,1,1,,,,0
5286,5287,Other, ,Other,0,1,1,,,,0
5287,5288,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
5288,5289,US,Other,Other,0,1,0,Full-time,Entry level,Unspecified,0
5289,5290,US, FL,Other,0,1,0,Full-time,Entry level,Unspecified,0
5290,5291,Other,Other,Other,1,1,1,,,,0
5291,5292,US, FL,Other,0,1,1,Full-time,Associate,High School or equivalent,0
5292,5293,GR,Other,Other,0,1,1,,,,0
5293,5294,US,Other,Other,0,1,1,Full-time,,High School or equivalent,0
5294,5295,Other, , ,0,0,1,,,,0
5295,5296,GR, , ,0,1,1,,,,0
5296,5297,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
5297,5298,GR, , Athens,0,1,1,,,,0
5298,5299,CA,Other,Other,0,1,0,,,,1
5299,5300,US,Other,Other,0,1,1,,,,0
5300,5301,GB, LND, London,0,0,0,Contract,Mid-Senior level,Unspecified,0
5301,5302,US,Other,Other,0,1,0,,,,0
5302,5303,US,Other,Other,0,1,0,,,,0
5303,5304,US, CA,Other,0,1,1,Contract,,,0
5304,5305,US, CA, ,0,0,1,,,,0
5305,5306,Other,Other,Other,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5306,5307,US, ,Other,0,0,0,,,,0
5307,5308,GB,Other, London,0,1,1,,,,0
5308,5309,US, NY, New York,0,1,0,Full-time,Director,,0
5309,5310,US, CA,Other,0,1,0,Full-time,,Bachelor's Degree,0
5310,5311,US,Other,Other,0,0,0,Full-time,,,0
5311,5312,US, IL,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5312,5313,GB,Other,Other,0,1,0,,,,0
5313,5314,US, CA,Other,0,1,0,Contract,Associate,Unspecified,0
5314,5315,Other,Other,Other,1,1,0,Contract,Mid-Senior level,,0
5315,5316,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Certification,0
5316,5317,Other,Other,Other,0,1,1,Full-time,Entry level,Unspecified,0
5317,5318,US, CA, ,0,0,1,,Associate,High School or equivalent,0
5318,5319,GB, , London,0,1,1,,,,0
5319,5320,GB,Other, ,0,1,1,Full-time,Associate,High School or equivalent,0
5320,5321,US, CA,Other,0,1,1,Full-time,Not Applicable,Bachelor's Degree,0
5321,5322,Other, ,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
5322,5323,US, FL,Other,0,1,0,Temporary,Associate,High School or equivalent,0
5323,5324,CA,Other,Other,0,1,1,Full-time,Not Applicable,Bachelor's Degree,0
5324,5325,US,Other,Other,0,0,0,Full-time,,,0
5325,5326,US,Other, ,0,0,1,Full-time,Mid-Senior level,,0
5326,5327,GB,Other,Other,0,1,0,Full-time,Not Applicable,Unspecified,0
5327,5328,Other, ,Other,0,1,1,Full-time,,,0
5328,5329,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
5329,5330,Other,Other,Other,0,1,0,Other,Internship,,0
5330,5331,US, TX,Other,1,0,0,,,,0
5331,5332,Other,Other, ,0,0,1,,,,0
5332,5333,GB, ,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
5333,5334,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5334,5335,US, NY, New York,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5335,5336,US, CA, ,0,0,1,,Associate,High School or equivalent,0
5336,5337,Other,Other,Other,0,0,0,Full-time,Mid-Senior level,Master's Degree,0
5337,5338,US, CA,Other,0,1,1,Full-time,,,0
5338,5339,US, NY,Other,0,1,0,Full-time,,,0
5339,5340,Other, , ,1,0,1,,,,0
5340,5341,US, NY, New York,1,1,1,Full-time,Mid-Senior level,,0
5341,5342,US, TX,Other,0,1,0,Temporary,,Bachelor's Degree,0
5342,5343,Other,Other,Other,0,0,1,,,,0
5343,5344,US,Other,Other,0,1,1,,,,0
5344,5345,GR, I,Other,0,1,1,Full-time,Internship,Bachelor's Degree,0
5345,5346,US, CA, San Francisco,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5346,5347,US,Other,Other,0,1,1,Full-time,Entry level,Bachelor's Degree,0
5347,5348,Other,Other, ,0,0,1,,,,0
5348,5349,GB, LND, London,0,1,1,Full-time,Mid-Senior level,Unspecified,0
5349,5350,GB, LND, London,0,1,1,,,,0
5350,5351,GB, ,Other,0,0,0,,,,0
5351,5352,US,Other,Other,0,1,0,Full-time,Associate,High School or equivalent,0
5352,5353,GB,Other,Other,0,1,1,Full-time,Entry level,,0
5353,5354,US, CA,Other,0,0,0,,,,1
5354,5355,US, TX,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5355,5356,Other, ,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5356,5357,US, FL,Other,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5357,5358,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
5358,5359,GR,Other,Other,0,1,1,Full-time,Mid-Senior level,Master's Degree,0
5359,5360,US, NY,Other,0,1,0,,,,0
5360,5361,Other, , ,0,0,0,,,,0
5361,5362,US, NY, New York,0,1,1,Temporary,Internship,,0
5362,5363,US,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,1
5363,5364,US, NY,Other,1,1,1,,,,0
5364,5365,US,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5365,5366,GB, LND, London,0,1,1,Full-time,Entry level,Unspecified,0
5366,5367,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
5367,5368,GB, LND, ,1,1,1,Full-time,Not Applicable,High School or equivalent,0
5368,5369,US, NY,Other,0,1,1,,Entry level,High School or equivalent,0
5369,5370,US, CA,Other,0,1,0,Contract,Associate,Unspecified,0
5370,5371,US, NY, New York,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5371,5372,US, CA,Other,0,1,1,Full-time,Associate,,0
5372,5373,GB, LND,Other,0,1,1,,,,0
5373,5374,GB, ,Other,0,1,0,Full-time,Internship,High School or equivalent,0
5374,5375,GR,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5375,5376,Other, ,Other,0,1,0,Contract,Associate,Bachelor's Degree,0
5376,5377,Other,Other,Other,0,0,1,,,,0
5377,5378,US, CA,Other,0,1,0,Full-time,Associate,,0
5378,5379,Other, ,Other,0,1,0,Contract,Associate,,0
5379,5380,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5380,5381,US,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
5381,5382,US,Other,Other,0,0,1,Part-time,Not Applicable,,0
5382,5383,US,Other,Other,1,0,0,Full-time,Entry level,Unspecified,0
5383,5384,Other,Other,Other,0,1,1,Full-time,,,0
5384,5385,US, NY, New York,0,1,0,Full-time,Associate,Bachelor's Degree,0
5385,5386,Other, ,Other,0,1,0,Full-time,Not Applicable,Bachelor's Degree,0
5386,5387,US, TX,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5387,5388,GR, , ,0,1,1,Full-time,Internship,Bachelor's Degree,0
5388,5389,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
5389,5390,US,Other,Other,0,0,0,Full-time,,,0
5390,5391,US, CA,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
5391,5392,GR,Other,Other,1,1,1,,,,0
5392,5393,US, IL,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
5393,5394,US, CA,Other,0,1,1,Full-time,Director,Bachelor's Degree,0
5394,5395,Other,Other,Other,0,1,0,Other,Not Applicable,,0
5395,5396,Other,Other,Other,0,0,1,,,,0
5396,5397,US, NY,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
5397,5398,US,Other,Other,0,0,0,Full-time,Entry level,Master's Degree,0
5398,5399,Other,Other,Other,0,1,1,,,,0
5399,5400,US, NY,Other,0,1,0,Temporary,,Bachelor's Degree,0
5400,5401,US,Other,Other,0,0,0,Full-time,Entry level,Master's Degree,0
5401,5402,US, NY, New York,0,1,0,Full-time,,,0
5402,5403,,,,0,1,1,,,,0
5403,5404,US,Other,Other,0,1,0,Full-time,,,0
5404,5405,US, FL,Other,0,1,0,Full-time,Mid-Senior level,Some College Coursework Completed,0
5405,5406,GB, , London,1,1,1,,,,0
5406,5407,US, CA,Other,0,1,1,Contract,Associate,Bachelor's Degree,0
5407,5408,GB, LND, London,0,1,1,Full-time,Mid-Senior level,,0
5408,5409,GB, , London,1,1,0,Contract,Not Applicable,Unspecified,0
5409,5410,US, CA, San Francisco,0,1,0,Full-time,,Bachelor's Degree,0
5410,5411,US, , ,0,1,0,Full-time,,,0
5411,5412,US, CA,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
5412,5413,Other,Other,Other,0,1,0,,,,0
5413,5414,US, CA,Other,0,0,0,Full-time,,,1
5414,5415,Other,Other,Other,0,1,1,Full-time,,,0
5415,5416,CA,Other,Other,0,0,0,Full-time,Entry level,High School or equivalent,0
5416,5417,Other,Other,Other,0,0,0,,,,0
5417,5418,US,Other, ,0,1,1,,,,0
5418,5419,US, NY, New York,0,0,0,,,,1
5419,5420,GR, , Athens,0,1,1,,,,0
5420,5421,GR, I, Athens,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5421,5422,US, NY,Other,0,1,0,Contract,Director,Professional,0
5422,5423,Other,Other, ,0,1,1,,Internship,,0
5423,5424,US,Other,Other,0,1,1,Part-time,,,0
5424,5425,US, CA,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
5425,5426,CA,Other,Other,0,1,0,,,,0
5426,5427,US, CA,Other,0,0,1,,,,0
5427,5428,US, CA,Other,0,0,1,,,,0
5428,5429,US, CA,Other,0,0,1,,,,0
5429,5430,GB, ,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
5430,5431,US,Other,Other,0,1,0,,,,0
5431,5432,US, CA,Other,0,0,1,,,,0
5432,5433,US, TX,Other,0,0,0,,,,1
5433,5434,GB, ,Other,0,1,1,Full-time,Associate,Unspecified,0
5434,5435,US, FL,Other,0,0,1,,,,1
5435,5436,US, TX,Other,0,0,0,Full-time,,,1
5436,5437,US, CA,Other,0,1,0,Full-time,Associate,,0
5437,5438,US, CA,Other,0,1,1,Part-time,Entry level,Bachelor's Degree,0
5438,5439,US,Other,Other,1,1,1,,,,0
5439,5440,GB, LND,Other,0,0,1,,,,0
5440,5441,Other,Other,Other,0,1,1,Full-time,Not Applicable,,0
5441,5442,US, FL,Other,0,1,1,,,,1
5442,5443,US,Other,Other,0,1,1,Full-time,Mid-Senior level,Associate Degree,1
5443,5444,US,Other,Other,0,1,1,Full-time,Mid-Senior level,Associate Degree,1
5444,5445,Other,Other,Other,0,1,0,Full-time,Executive,,1
5445,5446,US, NY, New York,0,1,1,Full-time,Entry level,Bachelor's Degree,0
5446,5447,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
5447,5448,Other,Other,Other,0,0,1,Full-time,Not Applicable,High School or equivalent,0
5448,5449,GB, LND, London,0,1,1,,,,0
5449,5450,,,,0,1,0,,,,0
5450,5451,US,Other,Other,0,0,1,,,,1
5451,5452,US,Other,Other,1,0,0,,,,1
5452,5453,US, IL,Other,0,0,1,,,,0
5453,5454,US, , ,1,0,1,,,,0
5454,5455,US,Other,Other,0,0,0,,,,0
5455,5456,GB,Other,Other,0,1,1,,,,0
5456,5457,US,Other,Other,0,0,1,,,,0
5457,5458,GB, LND, ,0,1,1,,,,0
5458,5459,Other,Other,Other,0,1,1,,,,0
5459,5460,US,Other,Other,0,1,0,Part-time,Entry level,High School or equivalent,0
5460,5461,CA,Other,Other,0,0,1,,,,0
5461,5462,US,Other,Other,0,0,0,,,,0
5462,5463,US,Other,Other,0,1,1,,,,0
5463,5464,US, CA,Other,0,1,0,Full-time,Mid-Senior level,,0
5464,5465,CA,Other,Other,0,1,1,,,,0
5465,5466,GR, I, Athens,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5466,5467,GB, LND, London,0,0,1,,,,0
5467,5468,US,Other,Other,0,1,1,Part-time,Entry level,High School or equivalent,0
5468,5469,GB, LND, London,0,0,1,,,,0
5469,5470,US,Other,Other,0,1,1,,,,0
5470,5471,US,Other,Other,0,1,0,,,,0
5471,5472,GB,Other, London,0,1,1,,,,0
5472,5473,US, CA,Other,0,1,1,Full-time,Mid-Senior level,Master's Degree,1
5473,5474,US,Other,Other,0,1,1,Part-time,Entry level,High School or equivalent,0
5474,5475,GB, LND, ,0,1,0,Full-time,Not Applicable,Unspecified,0
5475,5476,US, FL,Other,0,1,1,,,,0
5476,5477,US,,,0,1,0,Full-time,Entry level,,0
5477,5478,US, NY,Other,0,0,1,Contract,Entry level,High School or equivalent,0
5478,5479,US, CA, San Francisco,0,1,1,Full-time,Mid-Senior level,High School or equivalent,0
5479,5480,Other,Other,Other,0,0,1,Full-time,Entry level,High School or equivalent,0
5480,5481,US, CA,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5481,5482,Other, , ,0,1,0,,,,0
5482,5483,US,Other,Other,0,0,0,,,,0
5483,5484,CA,Other,Other,0,1,0,,,,0
5484,5485,US, ,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5485,5486,GB, LND,Other,1,1,1,Full-time,Mid-Senior level,Unspecified,0
5486,5487,US,Other,Other,0,1,1,,,,0
5487,5488,US, TX,Other,0,1,1,,,,0
5488,5489,US,Other,Other,0,1,1,,,,0
5489,5490,GB, , London,0,1,1,Full-time,,Unspecified,0
5490,5491,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
5491,5492,GR, I, ,0,1,1,Full-time,,,0
5492,5493,US,Other,Other,0,1,1,,,,0
5493,5494,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
5494,5495,US, FL,Other,0,1,0,Temporary,Entry level,Bachelor's Degree,0
5495,5496,GB,Other, ,0,0,0,,,,1
5496,5497,US,Other,Other,0,0,0,Full-time,,,0
5497,5498,GR, I, Athens,0,1,1,,,,0
5498,5499,GB,Other, ,0,0,0,,,,1
5499,5500,US, CA, ,0,0,1,,,,1
5500,5501,US,Other,Other,1,0,0,Full-time,,,0
5501,5502,GB, , London,0,1,0,,,,0
5502,5503,GB,Other, ,0,0,0,,,,1
5503,5504,GB, LND, ,0,1,0,,,,0
5504,5505,US, NY,Other,0,1,1,Full-time,Director,Master's Degree,1
5505,5506,US,Other,Other,0,0,0,,,,1
5506,5507,US,Other,Other,0,0,0,,,,1
5507,5508,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Doctorate,0
5508,5509,GB, ,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
5509,5510,GB,Other,Other,0,1,1,Full-time,Mid-Senior level,,0
5510,5511,US,Other,Other,0,0,0,,,,1
5511,5512,US,Other,Other,0,0,0,,,,1
5512,5513,US, NY, New York,0,1,1,Full-time,Executive,Bachelor's Degree,0
5513,5514,US,Other,Other,0,0,0,,,,1
5514,5515,US,Other,Other,0,1,1,Full-time,Director,,0
5515,5516,US, ,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5516,5517,US,Other,Other,0,0,0,,,,1
5517,5518,Other,Other,Other,0,1,0,Temporary,Associate,,0
5518,5519,US, TX,Other,0,0,0,,,,1
5519,5520,US, TX,Other,0,0,0,,,,1
5520,5521,US,Other,Other,0,0,0,,,,1
5521,5522,US,Other,Other,0,1,1,Full-time,Entry level,Bachelor's Degree,0
5522,5523,US,Other,Other,0,0,0,,,,1
5523,5524,US,Other,Other,0,0,0,,,,1
5524,5525,US, , ,1,0,0,,,,1
5525,5526,US, CA,Other,0,1,0,Full-time,Not Applicable,,0
5526,5527,US, CA,Other,0,0,0,,,,1
5527,5528,US,Other,Other,0,1,1,,,,0
5528,5529,US,Other,Other,0,1,1,,,,0
5529,5530,US,Other,Other,0,0,0,Full-time,Not Applicable,Unspecified,1
5530,5531,GB, LND, ,0,1,1,,,,0
5531,5532,GR, I, Athens,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5532,5533,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5533,5534,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5534,5535,Other,Other,Other,0,1,1,Contract,Associate,Unspecified,0
5535,5536,GB,Other,Other,0,1,1,,Not Applicable,High School or equivalent,0
5536,5537,GB, ,Other,0,1,0,Full-time,,,0
5537,5538,GB, LND, ,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5538,5539,US, CA,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
5539,5540,US, CA,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
5540,5541,US,Other,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
5541,5542,US, CA,Other,0,1,0,Part-time,,,0
5542,5543,US, CA,Other,0,0,1,,,,0
5543,5544,US, NY, New York,0,1,1,Full-time,Associate,Bachelor's Degree,0
5544,5545,US, NY, New York,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5545,5546,US, IL,Other,0,1,0,,,,0
5546,5547,US, CA,Other,0,1,0,,,,0
5547,5548,US, CA, San Francisco,0,0,1,,,,0
5548,5549,US, NY, New York,0,1,0,,,,0
5549,5550,US, IL,Other,0,1,0,Full-time,Entry level,Unspecified,0
5550,5551,US, TX,Other,0,1,1,Full-time,Entry level,High School or equivalent,0
5551,5552,Other,Other,Other,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5552,5553,,,,0,0,1,Contract,Associate,Master's Degree,0
5553,5554,US,Other,Other,0,0,0,Full-time,,,0
5554,5555,Other,Other,Other,0,1,1,,,,0
5555,5556,Other,Other, ,0,1,1,Full-time,Director,Bachelor's Degree,0
5556,5557,US, , ,1,1,1,Contract,,,0
5557,5558,GB,Other,Other,0,1,1,Full-time,,,0
5558,5559,US,Other, Athens,0,1,1,Full-time,Director,Master's Degree,0
5559,5560,GB, LND,Other,0,1,1,,,,0
5560,5561,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5561,5562,GB, LND, London,0,1,1,Part-time,Entry level,Unspecified,0
5562,5563,US,Other,Other,0,1,0,Full-time,,High School or equivalent,1
5563,5564,US,Other,Other,0,0,1,,,,0
5564,5565,GR, I, Athens,0,1,1,,,,0
5565,5566,Other,Other,Other,0,0,1,,,,0
5566,5567,US, TX,Other,0,0,0,Full-time,Entry level,Bachelor's Degree,1
5567,5568,US, CA,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
5568,5569,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
5569,5570,US,Other,Other,0,1,0,,,,0
5570,5571,Other,Other,Other,0,1,1,,,,0
5571,5572,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,,0
5572,5573,Other,Other, ,0,0,0,,,,1
5573,5574,Other,Other,Other,0,0,1,,,,1
5574,5575,US,Other,Other,0,0,0,Full-time,,,0
5575,5576,GR, I, Athens,0,1,0,Full-time,,Bachelor's Degree,0
5576,5577,GB,Other,Other,0,1,1,Full-time,Not Applicable,Unspecified,0
5577,5578,Other,Other, ,0,0,1,,,,1
5578,5579,Other, , ,0,0,1,,,,1
5579,5580,US, CA, San Francisco,0,1,0,Full-time,,,0
5580,5581,US,Other,Other,0,1,0,,,,0
5581,5582,GB, LND, London,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5582,5583,Other,Other, ,0,0,1,,,,1
5583,5584,US,Other,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5584,5585,US, TX,Other,0,0,0,Full-time,,,1
5585,5586,Other,Other, ,0,0,0,,,,1
5586,5587,US,Other,Other,0,0,0,,,,0
5587,5588,Other,Other, ,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5588,5589,Other,Other,Other,0,0,1,,,,0
5589,5590,GB, , London,0,1,1,,,,0
5590,5591,US,Other, ,1,0,1,,,,0
5591,5592,GR, I, Athens,0,1,0,,,,0
5592,5593,US,Other,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
5593,5594,US, TX,Other,0,0,1,,,,0
5594,5595,US,Other,Other,0,1,1,,,Bachelor's Degree,0
5595,5596,Other,Other,Other,0,1,1,,,,0
5596,5597,US, CA,Other,0,0,1,,,,0
5597,5598,US, CA,Other,0,1,0,Full-time,Entry level,Associate Degree,0
5598,5599,GB,Other,Other,0,1,1,,Not Applicable,High School or equivalent,0
5599,5600,GR, I, Athens,1,1,1,,,,0
5600,5601,US, CA,Other,0,0,0,Full-time,,Unspecified,1
5601,5602,US,Other,Other,0,1,1,Full-time,,Bachelor's Degree,0
5602,5603,GB, LND, London,0,1,0,Full-time,Associate,Bachelor's Degree,0
5603,5604,GB, LND, London,0,1,0,,,,0
5604,5605,US, TX,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5605,5606,Other,Other,Other,0,1,1,Full-time,Not Applicable,Certification,0
5606,5607,GR, I,Other,0,1,1,Full-time,Mid-Senior level,Unspecified,0
5607,5608,Other,Other,Other,1,0,1,,,,0
5608,5609,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
5609,5610,GB, , London,0,1,1,,,,0
5610,5611,US, NY,Other,0,0,0,Full-time,,,1
5611,5612,GB, ,Other,0,0,0,Full-time,Not Applicable,,0
5612,5613,GB,Other,Other,0,0,1,,,,0
5613,5614,GR, I, ,0,1,1,Full-time,Mid-Senior level,Unspecified,0
5614,5615,US, NY, New York,0,1,1,,,,0
5615,5616,US,Other,Other,0,1,1,,,,0
5616,5617,US, NY, New York,0,1,1,,,,0
5617,5618,US, IL,Other,0,0,1,Contract,Not Applicable,,0
5618,5619,US,Other,Other,0,1,0,Full-time,,,0
5619,5620,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
5620,5621,Other,Other,Other,0,1,0,Full-time,Director,Bachelor's Degree,0
5621,5622,US, CA,Other,0,1,0,Full-time,Mid-Senior level,,0
5622,5623,Other,Other,Other,0,0,1,Full-time,Mid-Senior level,,0
5623,5624,GR, I, Athens,0,1,1,Full-time,Internship,,0
5624,5625,Other,Other,Other,0,1,1,Other,,,0
5625,5626,GR, I, Athens,0,1,0,Full-time,Entry level,Bachelor's Degree,0
5626,5627,US,Other,Other,0,1,1,Full-time,,Bachelor's Degree,0
5627,5628,CA,Other,Other,0,0,0,Full-time,Internship,High School or equivalent,1
5628,5629,GR, I, Athens,0,1,1,Full-time,Entry level,Bachelor's Degree,0
5629,5630,US, CA, San Francisco,0,1,1,Full-time,Associate,Bachelor's Degree,0
5630,5631,Other, , ,0,0,1,,,,0
5631,5632,GR, I,Other,0,1,1,Full-time,,Bachelor's Degree,0
5632,5633,US,Other,Other,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,0
5633,5634,GB, LND, London,0,1,1,Full-time,,Bachelor's Degree,0
5634,5635,US, CA,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
5635,5636,Other,Other,Other,0,0,1,Contract,Not Applicable,Bachelor's Degree,0
5636,5637,,,,0,1,1,,,,0
5637,5638,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
5638,5639,GB,Other,Other,0,1,1,Full-time,Not Applicable,Unspecified,0
5639,5640,Other, , ,0,1,0,Full-time,,,0
5640,5641,US, CA,Other,0,0,1,Full-time,,,0
5641,5642,US, CA,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
5642,5643,US,Other,Other,0,0,0,Full-time,Entry level,Unspecified,0
5643,5644,US,Other,Other,0,0,0,Full-time,,,0
5644,5645,GB,Other,Other,0,1,1,,Not Applicable,Unspecified,0
5645,5646,US,Other,Other,0,1,1,,,,0
5646,5647,US, NY,Other,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
5647,5648,Other,Other,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
5648,5649,US, CA,Other,0,1,1,Full-time,Mid-Senior level,,0
5649,5650,US, CA,Other,1,0,0,Full-time,,,0
5650,5651,GR, I, Athens,0,1,1,Full-time,,,0
5651,5652,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
5652,5653,US,Other,Other,0,1,0,Full-time,,,0
5653,5654,US, CA,Other,0,1,0,Full-time,,,0
5654,5655,GB,Other,Other,0,1,1,Full-time,Not Applicable,Unspecified,0
5655,5656,US, NY,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
5656,5657,Other, ,Other,0,1,1,Full-time,Mid-Senior level,,0
5657,5658,Other,Other,Other,0,1,1,,,,0
5658,5659,Other,Other,Other,0,1,1,Full-time,Associate,Certification,0
5659,5660,US, , ,0,1,0,Full-time,Mid-Senior level,Unspecified,0
